Genesymbol,Chromosome,ucsc_ID_SNP,F1i_CAST_Reads,F1i_C57_Reads,F1r_CAST_Reads,F1r_C57_Reads,F1i_Chi_Pvalue,F1r_Chi_Pvalue,F1i_parental_bias,F1r_parental_bias,sample,ie_status,parent
1810044A24Rik,chr15,uc007wbn.1_2113,32,5,4,34,0.00000905,0.00000114,0.864865,0.894737,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_2086,32,5,4,34,0.00000905,0.00000114,0.864865,0.894737,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_1339,32,5,4,34,0.00000905,0.00000114,0.864865,0.894737,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_2773,44,12,1,19,0.000019,0.000057,0.785714,0.95,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_2746,44,12,1,19,0.000019,0.000057,0.785714,0.95,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_1999,44,12,1,19,0.000019,0.000057,0.785714,0.95,e15,known,maternal
1810044A24Rik,chr15,uc007wbp.1_1885,45,8,10,28,0.000000373,0.00350048,0.849057,0.736842,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_2458,45,11,9,45,0.00000553,0.000000963,0.803571,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_1912,45,8,10,28,0.000000373,0.00350048,0.849057,0.736842,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_2431,45,11,9,45,0.00000553,0.000000963,0.803571,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_1885,45,8,10,28,0.000000373,0.00350048,0.849057,0.736842,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_1684,45,11,9,45,0.00000553,0.000000963,0.803571,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_1138,45,8,10,28,0.000000373,0.00350048,0.849057,0.736842,e15,known,maternal
1810044A24Rik,chr15,uc007wbp.1_1291,52,10,1,16,9.61E-08,0.000274727,0.83871,0.941176,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_1318,52,10,1,16,9.61E-08,0.000274727,0.83871,0.941176,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_1291,52,10,1,16,9.61E-08,0.000274727,0.83871,0.941176,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_544,52,10,1,16,9.61E-08,0.000274727,0.83871,0.941176,e15,known,maternal
1810044A24Rik,chr15,uc007wbp.1_424,54,13,11,41,0.000000547,0.0000318,0.80597,0.788462,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_424,54,13,11,41,0.000000547,0.0000318,0.80597,0.788462,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_424,54,13,11,41,0.000000547,0.0000318,0.80597,0.788462,e15,known,maternal
1810044A24Rik,chr15,uc007wbp.1_508,79,24,6,30,5.98E-08,0.0000633,0.76699,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbn.1_508,79,24,6,30,5.98E-08,0.0000633,0.76699,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_508,79,24,6,30,5.98E-08,0.0000633,0.76699,0.833333,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_3121,95,41,36,104,0.00000365,9.08E-09,0.698529,0.742857,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_2374,95,41,36,104,0.00000365,9.08E-09,0.698529,0.742857,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_2878,104,47,25,123,0.00000351,7.91E-16,0.688742,0.831081,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_2131,104,47,25,123,0.00000351,7.91E-16,0.688742,0.831081,e15,known,maternal
1810044A24Rik,chr15,uc007wbm.1_3705,111,20,14,40,1.85E-15,0.000402938,0.847328,0.740741,e15,known,maternal
1810044A24Rik,chr15,uc007wbl.1_2958,111,20,14,40,1.85E-15,0.000402938,0.847328,0.740741,e15,known,maternal
1810074P20Rik,chr4,uc008seh.1_378,9,1,20,36,0.011412,0.0325094,0.9,0.642857,e15,,maternal
2010012C16Rik,chr6,uc009eiq.1_529,11,3,8,21,0.0325094,0.0157768,0.785714,0.724138,e15,,maternal
2310007F21Rik,chr9,uc009qbg.1_1974,210,122,142,180,0.00000137,0.0342041,0.63253,0.559006,e15,,maternal
2310007F21Rik,chr9,uc009qbf.1_1977,210,122,142,180,0.00000137,0.0342041,0.63253,0.559006,e15,,maternal
2410127E18Rik,chr6,uc009bff.1_3758,34,19,81,178,0.0393595,1.67E-09,0.641509,0.687259,e15,,maternal
2410127E18Rik,chr6,uc009bfe.1_3845,34,19,81,178,0.0393595,1.67E-09,0.641509,0.687259,e15,,maternal
2410127E18Rik,chr6,uc009bff.1_3750,55,24,119,174,0.000487062,0.00131295,0.696203,0.593857,e15,,maternal
2410127E18Rik,chr6,uc009bfe.1_3837,55,24,119,174,0.000487062,0.00131295,0.696203,0.593857,e15,,maternal
2610205E22Rik,chr2,uc008jcw.1_1056,58,34,40,67,0.0123434,0.00904923,0.630435,0.626168,e15,,maternal
2610205E22Rik,chr2,uc008jcv.1_1120,58,34,40,67,0.0123434,0.00904923,0.630435,0.626168,e15,,maternal
2810030E01Rik,chr2,uc008ill.1_3120,30,16,19,36,0.039,0.0218895,0.652174,0.654545,e15,,maternal
4631426J05Rik,chr7,uc009kby.1_2006,38,22,14,28,0.0388671,0.0307536,0.633333,0.666667,e15,,maternal
4631426J05Rik,chr7,uc009kbx.1_2304,38,22,14,28,0.0388671,0.0307536,0.633333,0.666667,e15,,maternal
4930535B03Rik,chr3,uc008qkz.1_4366,46,24,17,36,0.00855098,0.00905817,0.657143,0.679245,e15,,maternal
4930535B03Rik,chr3,uc008qky.1_4444,46,24,17,36,0.00855098,0.00905817,0.657143,0.679245,e15,,maternal
4930535B03Rik,chr3,uc008qkx.1_4498,46,24,17,36,0.00855098,0.00905817,0.657143,0.679245,e15,,maternal
5230400G24Rik,chr1,uc007bsc.1_1175,129,21,74,181,1.16E-18,2.08E-11,0.86,0.709804,e15,,maternal
5230400G24Rik,chr1,uc007brz.1_1514,129,21,74,181,1.16E-18,2.08E-11,0.86,0.709804,e15,,maternal
5230400G24Rik,chr1,uc007bry.1_1511,129,21,74,181,1.16E-18,2.08E-11,0.86,0.709804,e15,,maternal
5230400G24Rik,chr1,uc007brx.1_1670,129,21,74,181,1.16E-18,2.08E-11,0.86,0.709804,e15,,maternal
5830417I10Rik,chr3,uc008pwv.1_461,24,12,19,35,0.0455003,0.0294564,0.666667,0.648148,e15,,maternal
5830417I10Rik,chr3,uc008pwt.1_1250,24,12,19,35,0.0455003,0.0294564,0.666667,0.648148,e15,,maternal
6430704M03Rik,chr4,uc008sxx.1_2344,28,9,26,46,0.00178665,0.0184221,0.756757,0.638889,e15,,maternal
9630058J23Rik,chr1,uc007dvo.1_1070,59,39,12,26,0.0433518,0.0231409,0.602041,0.684211,e15,,maternal
A230106M20Rik,chr7,uc009gmv.1_1548,16,5,48,79,0.0163773,0.0059449,0.761905,0.622047,e15,,maternal
A830043J08Rik,chr1,uc007brb.1_2631,80,19,6,18,8.75E-10,0.0143059,0.808081,0.75,e15,,maternal
A830043J08Rik,chr1,uc007brb.1_2633,81,23,5,18,1.29E-08,0.00671439,0.778846,0.782609,e15,,maternal
A930034L06Rik,chr2,uc008nqe.1_1289,182,140,88,172,0.0192544,0.000000189,0.565217,0.661538,e15,,maternal
A930034L06Rik,chr2,uc008nqd.1_1209,182,140,88,172,0.0192544,0.000000189,0.565217,0.661538,e15,,maternal
A930034L06Rik,chr2,uc008nqe.1_5761,317,123,198,253,2.27E-20,0.00960181,0.720455,0.560976,e15,,maternal
A930034L06Rik,chr2,uc008nqd.1_5681,317,123,198,253,2.27E-20,0.00960181,0.720455,0.560976,e15,,maternal
AA536717,chr14,uc007sji.1_1554,63,34,13,37,0.00323473,0.000688514,0.649485,0.74,e15,,maternal
AA673488,chr7,uc009kkf.1_825,103,75,56,100,0.0358443,0.000426982,0.578652,0.641026,e15,,maternal
AA673488,chr7,uc009kke.1_825,103,75,56,100,0.0358443,0.000426982,0.578652,0.641026,e15,,maternal
AA673488,chr7,uc009kkc.1_2212,103,75,56,100,0.0358443,0.000426982,0.578652,0.641026,e15,,maternal
AA673488,chr7,uc009kkb.1_2566,103,75,56,100,0.0358443,0.000426982,0.578652,0.641026,e15,,maternal
Abat,chr16,uc007yco.1_1265,33,15,13,29,0.00937477,0.0135547,0.6875,0.690476,e15,,maternal
Acbd5,chr2,uc008ioa.1_2197,90,64,63,93,0.0361586,0.0163092,0.584416,0.596154,e15,,maternal
Acbd5,chr2,uc008inz.1_2194,90,64,63,93,0.0361586,0.0163092,0.584416,0.596154,e15,,maternal
Acbd5,chr2,uc008iny.1_2070,90,64,63,93,0.0361586,0.0163092,0.584416,0.596154,e15,,maternal
Acbd5,chr2,uc008inx.1_2067,90,64,63,93,0.0361586,0.0163092,0.584416,0.596154,e15,,maternal
Ace,chr11,uc007lxv.1_3946,17,5,2,9,0.0105152,0.0348085,0.772727,0.818182,e15,,maternal
Add1,chr5,uc008xcr.1_628,387,284,447,542,0.00007,0.00252088,0.576751,0.548028,e15,,maternal
Add1,chr5,uc008xcq.1_628,387,284,447,542,0.00007,0.00252088,0.576751,0.548028,e15,,maternal
Add1,chr5,uc008xcp.1_628,387,284,447,542,0.00007,0.00252088,0.576751,0.548028,e15,,maternal
AF498300,chr12,uc007paz.1_165,95,3,0,77,1.49E-20,1.71E-18,0.969388,0.998703,e15,known,maternal
AF498300,chr12,uc007paz.1_116,123,0,1,79,1.39E-28,2.77E-18,0.999188,0.9875,e15,known,maternal
AF498300,chr12,uc007paz.1_47,132,3,0,98,1.22E-28,4.18E-23,0.977778,0.998981,e15,known,maternal
Agpat3,chr10,uc007fxq.1_3125,39,15,11,35,0.00109083,0.000402244,0.722222,0.76087,e15,,maternal
Agpat3,chr10,uc007fxq.1_3132,39,9,18,32,0.0000149,0.0477149,0.8125,0.64,e15,,maternal
Agpat3,chr10,uc007fxp.1_3371,39,9,18,32,0.0000149,0.0477149,0.8125,0.64,e15,,maternal
Agpat3,chr10,uc007fxp.1_3364,39,15,11,35,0.00109083,0.000402244,0.722222,0.76087,e15,,maternal
Agpat3,chr10,uc007fxo.1_3059,39,9,18,32,0.0000149,0.0477149,0.8125,0.64,e15,,maternal
Agpat3,chr10,uc007fxo.1_3052,39,15,11,35,0.00109083,0.000402244,0.722222,0.76087,e15,,maternal
AJ517767,chr12,uc007pbd.1_834,112,0,1,68,3.57E-26,7.27E-16,0.999108,0.985507,e15,known,maternal
AJ517767,chr12,uc007pbd.1_827,131,1,0,64,1.11E-29,1.24E-15,0.992424,0.99844,e15,known,maternal
AJ517767,chr12,uc007pbd.1_962,560,20,5,263,0,0,0.965517,0.981343,e15,known,maternal
AJ517767,chr12,uc007pbd.1_984,600,8,4,285,0,0,0.986842,0.986159,e15,known,maternal
AK013557,chr2,uc008lid.1_2229,50,27,69,113,0.00876483,0.00110826,0.649351,0.620879,e15,,maternal
AK039254,chr14,uc007szp.1_2268,59,26,48,89,0.000344447,0.00046028,0.694118,0.649635,e15,,maternal
AK041405,chr8,uc009lqv.1_2866,75,49,47,80,0.0195503,0.00340847,0.604839,0.629921,e15,,maternal
AK047022,chr10,uc007eih.1_1126,51,28,22,46,0.00966185,0.00360935,0.64557,0.676471,e15,,maternal
AK047022,chr10,uc007eih.1_1118,51,32,18,42,0.037022,0.00194577,0.614458,0.7,e15,,maternal
AK077315,chr12,uc007pbe.1_1370,11,1,0,29,0.00389242,7.24E-08,0.916667,0.996564,e15,known,maternal
AK077315,chr12,uc007pbe.1_456,19,0,0,41,0.0000131,1.52E-10,0.994764,0.997567,e15,known,maternal
AK077315,chr12,uc007pbe.1_450,30,0,0,45,4.32E-08,1.97E-11,0.996678,0.997783,e15,known,maternal
AK079855,chr18,uc008ebg.1_1966,50,29,43,74,0.0181431,0.00415759,0.632911,0.632479,e15,,maternal
AK085172,chr2,uc008nnb.1_1561,98,69,50,79,0.0248268,0.0106705,0.586826,0.612403,e15,,maternal
AK134249,chr7,uc009jqk.1_598,37,12,17,31,0.000355039,0.0433081,0.755102,0.645833,e15,,maternal
AK137157,chr2,uc008mrb.1_677,13,1,2,18,0.00134064,0.000346619,0.928571,0.9,e15,,maternal
AK138412,chr4,uc008sol.1_1724,174,117,79,131,0.000833573,0.000332789,0.597938,0.62381,e15,,maternal
AK138412,chr4,uc008sol.1_1706,206,166,77,160,0.0380883,6.99E-08,0.553763,0.675106,e15,,maternal
AK189633,chr17,uc008bsv.1_44,785,641,306,464,0.000137115,1.24E-08,0.550491,0.602597,e15,,maternal
AK189748,chr17,uc008bsr.1_44,785,641,306,464,0.000137115,1.24E-08,0.550491,0.602597,e15,,maternal
AK198904,chr17,uc008bss.1_44,785,641,306,464,0.000137115,1.24E-08,0.550491,0.602597,e15,,maternal
Ak3,chr19,uc008hcx.1_1837,93,60,108,148,0.00763288,0.0124193,0.607843,0.578125,e15,,maternal
Aldh2,chr5,uc008zju.1_1165,54,30,15,31,0.00882876,0.0183207,0.642857,0.673913,e15,,maternal
Aldh2,chr5,uc008zjt.1_1165,54,30,15,31,0.00882876,0.0183207,0.642857,0.673913,e15,,maternal
Anapc5,chr5,uc008zmk.1_2187,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Anapc5,chr5,uc008zmj.1_2187,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Anapc5,chr5,uc008zmi.1_2191,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Anapc5,chr5,uc008zmh.1_2148,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Anapc5,chr5,uc008zmg.1_2211,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Anapc5,chr5,uc008zmf.1_2172,434,318,229,495,0.0000234,4.80E-23,0.577128,0.683702,e15,,maternal
Ankrd12,chr17,uc008dgt.1_3603,11,3,8,18,0.0325094,0.0498602,0.785714,0.692308,e15,,maternal
Ankrd12,chr17,uc008dgs.1_3672,11,3,8,18,0.0325094,0.0498602,0.785714,0.692308,e15,,maternal
Ankrd52,chr10,uc007hmm.1_1624,10,2,6,15,0.0209213,0.0495346,0.833333,0.714286,e15,,maternal
Ankrd52,chr10,uc007hml.1_1624,10,2,6,15,0.0209213,0.0495346,0.833333,0.714286,e15,,maternal
Arhgap1,chr2,uc008kwm.1_1802,187,133,90,119,0.00253869,0.0448592,0.584375,0.569378,e15,,maternal
Arhgap1,chr2,uc008kwl.1_1604,187,133,90,119,0.00253869,0.0448592,0.584375,0.569378,e15,,maternal
Arhgap1,chr2,uc008kwk.1_1517,187,133,90,119,0.00253869,0.0448592,0.584375,0.569378,e15,,maternal
Arhgap1,chr2,uc008kwj.1_1592,187,133,90,119,0.00253869,0.0448592,0.584375,0.569378,e15,,maternal
Arhgap1,chr2,uc008kwi.1_1577,187,133,90,119,0.00253869,0.0448592,0.584375,0.569378,e15,,maternal
Arid1b,chr17,uc008aey.1_7061,136,33,14,47,2.32E-15,0.0000239,0.804734,0.770492,e15,,maternal
Arid1b,chr17,uc008aey.1_4074,151,95,22,40,0.000356396,0.0222541,0.613821,0.645161,e15,,maternal
Armc10,chr5,uc008wot.1_269,50,24,86,115,0.00250747,0.0408054,0.675676,0.572139,e15,,maternal
Arnt2,chr7,uc009ieh.1_4948,72,41,55,84,0.00354284,0.0139035,0.637168,0.604317,e15,,maternal
Arnt2,chr7,uc009ieg.1_5007,72,41,55,84,0.00354284,0.0139035,0.637168,0.604317,e15,,maternal
Arnt2,chr7,uc009ief.1_5207,72,41,55,84,0.00354284,0.0139035,0.637168,0.604317,e15,,maternal
Arnt2,chr7,uc009ieh.1_5229,547,390,484,560,0.000000291,0.0186657,0.583778,0.536398,e15,,maternal
Arnt2,chr7,uc009ieg.1_5288,547,390,484,560,0.000000291,0.0186657,0.583778,0.536398,e15,,maternal
Arnt2,chr7,uc009ief.1_5488,547,390,484,560,0.000000291,0.0186657,0.583778,0.536398,e15,,maternal
Ars2,chr5,uc009acb.1_2619,71,41,54,83,0.00458639,0.0132256,0.633929,0.605839,e15,,maternal
Ars2,chr5,uc009aca.1_1210,71,41,54,83,0.00458639,0.0132256,0.633929,0.605839,e15,,maternal
Asb4,chr6,uc009awj.1_2806,11,1,0,30,0.00389242,4.32E-08,0.916667,0.996678,e15,known,maternal
Asb4,chr6,uc009awj.1_2004,11,0,1,51,0.000911119,4.10E-12,0.990991,0.980769,e15,known,maternal
Asb4,chr6,uc009awi.1_2654,11,1,0,30,0.00389242,4.32E-08,0.916667,0.996678,e15,known,maternal
Asb4,chr6,uc009awi.1_1852,11,0,1,51,0.000911119,4.10E-12,0.990991,0.980769,e15,known,maternal
Asb4,chr6,uc009awj.1_1936,12,0,1,34,0.000532006,2.43E-08,0.991736,0.971429,e15,known,maternal
Asb4,chr6,uc009awi.1_1784,12,0,1,34,0.000532006,2.43E-08,0.991736,0.971429,e15,known,maternal
Asb4,chr6,uc009awj.1_1665,13,1,4,54,0.00134064,5.19E-11,0.928571,0.931035,e15,known,maternal
Asb4,chr6,uc009awi.1_1513,13,1,4,54,0.00134064,5.19E-11,0.928571,0.931035,e15,known,maternal
Asb4,chr6,uc009awj.1_1670,14,1,2,46,0.000789113,2.14E-10,0.933333,0.958333,e15,known,maternal
Asb4,chr6,uc009awi.1_1518,14,1,2,46,0.000789113,2.14E-10,0.933333,0.958333,e15,known,maternal
Asb4,chr6,uc009awj.1_3243,17,6,1,51,0.0218101,4.10E-12,0.73913,0.980769,e15,known,maternal
Asb4,chr6,uc009awi.1_3091,17,6,1,51,0.0218101,4.10E-12,0.73913,0.980769,e15,known,maternal
Asb4,chr6,uc009awj.1_1696,20,0,4,36,0.00000774,0.00000042,0.995025,0.9,e15,known,maternal
Asb4,chr6,uc009awi.1_1544,20,0,4,36,0.00000774,0.00000042,0.995025,0.9,e15,known,maternal
Asb4,chr6,uc009awj.1_1575,21,1,2,40,0.0000201,4.53E-09,0.954545,0.952381,e15,known,maternal
Asb4,chr6,uc009awi.1_1423,21,1,2,40,0.0000201,4.53E-09,0.954545,0.952381,e15,known,maternal
Asb4,chr6,uc009awj.1_1616,22,0,5,87,0.00000273,1.24E-17,0.995475,0.945652,e15,known,maternal
Asb4,chr6,uc009awi.1_1464,22,0,5,87,0.00000273,1.24E-17,0.995475,0.945652,e15,known,maternal
Asb4,chr6,uc009awj.1_2943,25,4,5,77,0.0000964,1.85E-15,0.862069,0.939024,e15,known,maternal
Asb4,chr6,uc009awi.1_2791,25,4,5,77,0.0000964,1.85E-15,0.862069,0.939024,e15,known,maternal
Asb4,chr6,uc009awj.1_1638,27,0,5,66,0.000000203,4.51E-13,0.99631,0.929577,e15,known,maternal
Asb4,chr6,uc009awi.1_1486,27,0,5,66,0.000000203,4.51E-13,0.99631,0.929577,e15,known,maternal
Asb4,chr6,uc009awj.1_1217,28,2,5,43,0.00000207,4.14E-08,0.933333,0.895833,e15,known,maternal
Asb4,chr6,uc009awi.1_1065,28,2,5,43,0.00000207,4.14E-08,0.933333,0.895833,e15,known,maternal
Asb4,chr6,uc009awj.1_1220,57,2,8,52,8.04E-13,1.34E-08,0.966102,0.866667,e15,known,maternal
Asb4,chr6,uc009awi.1_1068,57,2,8,52,8.04E-13,1.34E-08,0.966102,0.866667,e15,known,maternal
Asb4,chr6,uc009awj.1_2130,59,11,5,115,9.63E-09,1.00E-23,0.842857,0.958333,e15,known,maternal
Asb4,chr6,uc009awi.1_1978,59,11,5,115,9.63E-09,1.00E-23,0.842857,0.958333,e15,known,maternal
Asb4,chr6,uc009awj.1_2132,60,11,6,116,6.06E-09,2.31E-23,0.84507,0.95082,e15,known,maternal
Asb4,chr6,uc009awi.1_1980,60,11,6,116,6.06E-09,2.31E-23,0.84507,0.95082,e15,known,maternal
Asb4,chr6,uc009awj.1_2131,62,11,6,116,2.39E-09,2.31E-23,0.849315,0.95082,e15,known,maternal
Asb4,chr6,uc009awi.1_1979,62,11,6,116,2.39E-09,2.31E-23,0.849315,0.95082,e15,known,maternal
Asb4,chr6,uc009awj.1_1757,93,12,4,59,2.68E-15,4.23E-12,0.885714,0.936508,e15,known,maternal
Asb4,chr6,uc009awi.1_1605,93,12,4,59,2.68E-15,4.23E-12,0.885714,0.936508,e15,known,maternal
Asb6,chr2,uc008jcx.1_1919,79,52,10,21,0.0183242,0.0481935,0.603053,0.677419,e15,,maternal
Asb8,chr15,uc007xly.1_1086,51,23,51,74,0.00113419,0.0396687,0.689189,0.592,e15,,maternal
Asb8,chr15,uc007xlx.1_1082,51,23,51,74,0.00113419,0.0396687,0.689189,0.592,e15,,maternal
Astn1,chr1,uc007ddu.1_2270,38,16,21,36,0.00275508,0.0469447,0.703704,0.631579,e15,,maternal
Astn1,chr1,uc007ddt.1_2243,38,16,21,36,0.00275508,0.0469447,0.703704,0.631579,e15,,maternal
Astn1,chr1,uc007dds.1_2246,38,16,21,36,0.00275508,0.0469447,0.703704,0.631579,e15,,maternal
Astn1,chr1,uc007ddr.1_2246,38,16,21,36,0.00275508,0.0469447,0.703704,0.631579,e15,,maternal
Atad1,chr19,uc008hfo.1_2604,21,10,20,44,0.0481935,0.0026998,0.677419,0.6875,e15,,maternal
Ate1,chr7,uc009kab.1_3812,41,15,17,31,0.000512005,0.0433081,0.732143,0.645833,e15,,maternal
Ate1,chr7,uc009kaa.1_3812,41,15,17,31,0.000512005,0.0433081,0.732143,0.645833,e15,,maternal
Atp2c1,chr9,uc009rih.1_1613,167,99,116,155,0.0000305,0.0178323,0.62782,0.571956,e15,,maternal
Atp2c1,chr9,uc009rii.1_1602,167,99,116,155,0.0000305,0.0178323,0.62782,0.571956,e15,,maternal
Atp2c1,chr9,uc009rig.1_1670,167,99,116,155,0.0000305,0.0178323,0.62782,0.571956,e15,,maternal
Atp2c1,chr9,uc009rif.1_1785,167,99,116,155,0.0000305,0.0178323,0.62782,0.571956,e15,,maternal
Atp6v0e,chr17,uc008bei.1_401,45,22,37,61,0.00495573,0.0153351,0.671642,0.622449,e15,,maternal
Atp6v1b2,chr8,uc009lwx.1_2021,19,6,20,50,0.00932238,0.000336194,0.76,0.714286,e15,,maternal
Atpif1,chr4,uc008vbl.1_118,548,458,427,487,0.00454612,0.0471864,0.544732,0.532823,e15,,maternal
Atrn,chr2,uc008mkc.1_605,44,23,58,83,0.010301,0.0352583,0.656716,0.588652,e15,,maternal
Atxn3,chr12,uc007otv.1_3312,59,35,16,44,0.0133083,0.000300598,0.62766,0.733333,e15,,maternal
B3gnt5,chr16,uc007ypd.1_3805,40,15,4,31,0.00074896,0.00000502,0.727273,0.885714,e15,,maternal
B3gnt5,chr16,uc007ypc.1_3687,40,15,4,31,0.00074896,0.00000502,0.727273,0.885714,e15,,maternal
Bbs2,chr8,uc009mvs.1_2645,44,20,0,32,0.0026998,1.54E-08,0.6875,0.996885,e15,,maternal
BC002310,chr11,uc007lar.1_861,179,70,28,64,4.93E-12,0.00017455,0.718876,0.695652,e15,,maternal
BC039093,chr4,uc008uvn.1_2423,72,45,26,45,0.0125549,0.0241405,0.615385,0.633803,e15,,maternal
BC053749,chr7,uc009get.1_1791,11,3,4,13,0.0325094,0.029049,0.785714,0.764706,e15,,maternal
BC068110,chr16,uc007ydp.1_2348,23,8,16,42,0.00705833,0.000640243,0.741935,0.724138,e15,,maternal
BC068157,chr8,uc009ktg.1_547,103,73,17,39,0.0237385,0.00328346,0.585227,0.696429,e15,,maternal
Blcap,chr2,uc008npd.1_1880,105,25,18,117,2.28E-12,1.59E-17,0.807692,0.866667,e15,known,maternal
Blcap,chr2,uc008npc.1_1852,105,25,18,117,2.28E-12,1.59E-17,0.807692,0.866667,e15,known,maternal
Blcap,chr2,uc008npd.1_1839,216,36,48,314,8.42E-30,2.10E-44,0.857143,0.867403,e15,known,maternal
Blcap,chr2,uc008npc.1_1811,216,36,48,314,8.42E-30,2.10E-44,0.857143,0.867403,e15,known,maternal
Bmper,chr9,uc009oow.1_2284,9,2,2,10,0.0348085,0.0209213,0.818182,0.833333,e15,,maternal
Bri3bp,chr5,uc008zrr.1_1008,54,33,58,83,0.0243579,0.0352583,0.62069,0.588652,e15,,maternal
C130022K22Rik,chr6,uc009cyk.1_1524,36,21,19,34,0.0469447,0.0393595,0.631579,0.641509,e15,,maternal
C330002I19Rik,chr12,uc007nfb.1_4326,132,86,153,196,0.00183625,0.02135,0.605505,0.561605,e15,,maternal
C330002I19Rik,chr12,uc007nfa.1_5132,132,86,153,196,0.00183625,0.02135,0.605505,0.561605,e15,,maternal
C530044N13Rik,chr16,uc007yfn.1_1341,105,76,42,62,0.0311186,0.0498602,0.58011,0.596154,e15,,maternal
C530044N13Rik,chr16,uc007yfm.1_1383,105,76,42,62,0.0311186,0.0498602,0.58011,0.596154,e15,,maternal
Cacna2d3,chr14,uc007sui.1_3031,63,41,50,72,0.030984,0.0463945,0.605769,0.590164,e15,,maternal
calcium channel,chr5,uc008zhk.1_3004,51,29,14,54,0.0139063,0.00000123,0.6375,0.794118,e15,,maternal
calcium channel,chr5,uc008zhk.1_3008,84,31,29,51,0.000000772,0.0139063,0.730435,0.6375,e15,,maternal
Calcr,chr6,uc009avg.1_1382,12,1,1,16,0.00228194,0.000274727,0.923077,0.941176,e15,known,maternal
Calcr,chr6,uc009ave.1_1133,12,1,1,16,0.00228194,0.000274727,0.923077,0.941176,e15,known,maternal
Calcr,chr6,uc009avf.1_1493,12,1,1,16,0.00228194,0.000274727,0.923077,0.941176,e15,known,maternal
Calcr,chr6,uc009avg.1_905,13,0,1,20,0.000311491,0.0000338,0.992366,0.952381,e15,known,maternal
Calcr,chr6,uc009avf.1_905,13,0,1,20,0.000311491,0.0000338,0.992366,0.952381,e15,known,maternal
Calcr,chr6,uc009ave.1_656,13,0,1,20,0.000311491,0.0000338,0.992366,0.952381,e15,known,maternal
Cald1,chr6,uc009bhk.1_3534,57,22,34,71,0.0000822,0.000305218,0.721519,0.67619,e15,,maternal
Ccdc25,chr14,uc007ujq.1_1436,24,11,30,48,0.0279918,0.0415401,0.685714,0.615385,e15,,maternal
Ccnd1,chr7,uc009kqt.1_3340,38,21,8,25,0.0268831,0.00308319,0.644068,0.757576,e15,,maternal
Ccnh,chr13,uc007riu.1_1034,342,286,284,367,0.0254408,0.00114183,0.544586,0.563748,e15,,maternal
Cd200,chr16,uc007zio.1_221,23,10,4,14,0.0236351,0.0184221,0.69697,0.777778,e15,,maternal
Cdc14a,chr3,uc008rca.1_3274,12,4,7,18,0.0455003,0.0278069,0.75,0.72,e15,,maternal
Cdc42,chr4,uc008vix.1_1480,51,32,70,123,0.037022,0.00013617,0.614458,0.637306,e15,,maternal
Cdc42,chr4,uc008viw.1_1489,51,32,70,123,0.037022,0.00013617,0.614458,0.637306,e15,,maternal
Cdkn1c,chr7,uc009kpe.1_1369,84,1,11,275,2.20E-19,0,0.988235,0.961538,e15,known,maternal
Cdkn1c,chr7,uc009kpd.1_1331,84,1,11,275,2.20E-19,0,0.988235,0.961538,e15,known,maternal
Cdkn1c,chr7,uc009kpd.1_616,125,9,1,48,1.23E-23,1.89E-11,0.932836,0.979592,e15,known,maternal
Cdkn1c,chr7,uc009kpe.1_654,125,9,1,48,1.23E-23,1.89E-11,0.932836,0.979592,e15,known,maternal
Chd6,chr2,uc008nrn.1_9309,114,70,44,75,0.00117978,0.00448645,0.619565,0.630252,e15,,maternal
Chl1,chr6,uc009dcn.1_4222,111,72,179,281,0.00393954,0.00000198,0.606557,0.61087,e15,,maternal
Chl1,chr6,uc009dcl.1_6284,111,72,179,281,0.00393954,0.00000198,0.606557,0.61087,e15,,maternal
